319.1424686	0.775464858
326.7167198	0.883521516
334.7206509	0.968293062
350.6108083	1
364.1468683	1
377.4867534	1
383.9548074	1
395.2209538	1
402.2981019	1
416.3966565	1
432.4156925	1
448.50012	1
460.3658374	1
478.3205915	1
495.9763219	1
514.809101	1
535.8651943	1
556.0058052	1
574.8385843	1
586.0262608	1
602.8523432	1
616.4276382	1
637.2221651	1
658.4090416	1
681.9500154	1
706.8491224	1
730.2090119	1
754.9270344	1
768.177403	1
784.3532517	1
809.4626716	1
831.4351995	1
857.3302707	1
883.225342	1
909.1204132	1
935.0154845	1
961.9194546	1
977.3892374	1
993.08322	1
1005.642215	1
1014.371041	1
1019.76299	1
1026.044393	0.969215767
1032.710526	0.916295494
1038.595769	0.879036356
1045.598846	0.833373016
1050.366256	0.790017674
1052.720354	0.751579249
1059.278197	0.701994438
1063.313792	0.648167272
1068.021987	0.619723402
1073.080803	0.57944815
1079.007775	0.523634937
1083.32362	0.496097936
1088.822228	0.457849251
1096.035746	0.416880614
1100.97935	0.382097684
1106.3713	0.348481233
1109.218691	0.320722797
1114.868525	0.283248063
1118.635081	0.257951613
1124.875398	0.220428295
1131.818026	0.182642384
1137.46786	0.147284622
1146.966528	0.107478367
1154.335082	0.084475112
1170.522358	0.047516559
1184.641229	0.029506948
1195.434651	0.008533472
