0.300909771	0.0872863
0.330003263	0.079449233
0.359096754	0.076807458
0.417283737	0.071523908
0.446377229	0.068882133
0.47547072	0.066240358
0.504564212	0.047588756
0.533657703	0.060956807
0.562751195	0.058315032
0.620938178	0.053031482
0.650031669	0.050389707
0.679125161	0.047747932
0.708218652	0.031905006
0.737312144	0.042464382
0.766405635	0.039822607
0.795499127	0.083001603
0.824592618	0.066136652
0.85368611	0.081550645
0.882779601	0.105992523
0.910042034	0.194116876
0.940966584	0.342563801
0.970060076	0.515231695
1.000916809	0.714879319
1.028247059	0.973360069
1.05734055	1.29987836
1.086434042	1.671893781
1.115527533	2.138701986
1.144621025	2.713844802
1.173714516	3.442461651
1.202367197	4.362835679
1.229256636	5.371391686
1.243803382	6.00453044
1.264962285	7.094983142
1.277658778	7.937841352
1.294055776	8.946066931
1.308602522	10.03049959
1.322708457	11.09511093
1.337696014	12.28956851
1.347141952	13.30128474
1.357532485	14.46010195
1.368111936	15.73771541
1.377942842	17.09484222
1.387346799	18.35518374
1.395296635	19.72820492
1.399850291	20.73740982
